,id,comment_text, 'Bandwagon',"""Misrepresentation of Someone's Position (Straw Man)""",'Appeal to authority','Appeal to fear/prejudice','Black-and-white Fallacy/Dictatorship','Causal Oversimplification','Doubt','Exaggeration/Minimisation','Flag-waving','Glittering generalities (Virtue)','Loaded Language','Name calling/Labeling',"Obfuscation, Intentional vagueness, Confusion",'Presenting Irrelevant Data (Red Herring)','Reductio ad hitlerum','Repetition','Slogans','Smears','Thought-terminating cliché','Whataboutism'
1777,256_batch_2,CHRIS WALLACE IS A FREE GIFT AND SHOULD NOT MODERATE ANY OTHER DEBATE!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1633,120,"""When a law is unjust, a man not only has the right not to obey it, but he also has the obligation to do so.""
 -Thomas Jefferson",0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4640,544_batch_2,"Going on a break fishing today, but put the noose in my tackle box for racism.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6624,14,21 presidential candidates and only 1 oppose the murder of children,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6630,181,"""People who have never died before are dying.""
- Donald J. Trump, March 18, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6350,648_batch_2,"Absence Think of a ""natural"" situation in which you sing a kill or hurt.

So why ask yourself why your choice of words affects your food.",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4583,519_batch_2,"SCALE from 1st to 1984

While the arrow on the floor at the grocery store follows, how free you when I don't feel spout?",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7752,626_batch_2,"Annual Conference of Verified Scientists
that genetically modified foods are harmful ...
... seems to be as busy as last year",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6195,583_batch_2,"If we remove the coronavirus when the heat hits, we can tell the liberals that global warming has killed it and watch their heads explode!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5706,315_batch_2,"REAL NITVIT CITY NEW YORK

He has been destroying the entire state for more than 9 years and then has the courage to say that the president is not doing enough.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
1186,85_batch_2,IT'S NICE TO HAVE A PRESIDENT WITH BALLS AND A FIRST LADY THAT HAS NOT,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
307,328_batch_2,"THE GUY TELLING US THE RUSSIANS HACKED THE ELECTION ALSO TOLD US THE NSA WAS NOT SPYING ON AMERICANS
",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5007,154,"Pathetic

Cowardly asshole
Poor failure !!!

Reload !!!

# 45 The coward of strong women is afraid !!

POLITICUSA.COM
Little Trump won't meet Pelosi over coronavirus
Because he doesn't love her",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
6477,145,"Adolf Gitler
• Suppose the state government fixes Germany
• Proposed arms control
• He promised a political revolution
• Call yourself a socialist
• Let the Jews be responsible for Germany's problems
• I needed a highly regulated economy

Bernie Sanders
• Do you think the government will fix the United States
• Offer gun control
• Promises a political revolution
• Call yourself a socialist
• Blame the rich for American problems
• You need a highly regulated economy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
5122,192,"If all liberals want to tear down the monuments of slavery and racism, I have the memorial for you!

NATIONAL DEMOCRATIC HEADQUARTERS
430 CALLE CHAPTER SUR",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6448,684_batch_2,"Joe Biden Presents

The poor boys",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7119,292_batch_2,CALL TRUMP BEFORE COMPLETING ALL WORKS!,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3896,55_batch_2,"I remember everything, not.
My Bad Sexual Desire Never Welcomed TO The Whole Family!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3586,65,How to tell if your dog is involved in a sex scandal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
287,307_batch_2,IF WE WERE REALLY WRONG ABOUT THEM THEY WOULDN'T NEED TO CENSOR US,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,186,"This iconic photo of two boys - one vaccinated against smallpox and one who hadn't been vaccinated - was published in 1901, and taken by Dr Allan Warner at the Leicester Isolation Hospital. 
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1753,214_batch_2,"THE FIRST PRESIDENT TO FIGHT AGAINST THE TRAFFICKING OF CHILDREN AT ALL TIMES

IF YOU DON'T WIN YOUR VOTE, NOTHING WILL BE",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4967,676_batch_2,"And now the boss?

I'm not your boss time, Joe.
It is black now.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3127,522_batch_2,"Colin Kaepernick and his evil white oppressors

Oh wait, these are your PARENTS!",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1804,296_batch_2,We people want this woman out of the office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2764,310_batch_2,"Which political party are the good guys?

It is the one thing that does not support burning our cities, releasing convicted criminals, attacking the police and covering up the free speech.",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
6997,229_batch_2,"When Trump turns 8 total ... he's donated his salary of $ 3,200,000 !!

""The most honest man in Washington!""",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
3567,188,"When you think “they” are hiding an anti-cancer drug, but you are not letting people get HPV and hepatitis. Vaccines B ...

then you are ""they"".",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5386,11_batch_2,"So far, he has worked a total of 12 days during the 90-day pandemic.

TASK
You're pathetic!",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6962,209_batch_2,"How can I marry this man?

I want to ask the same question!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5888,394_batch_2,"The government fails you!

At I HAVE the government has gone for 49 years!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3754,21,"Freedom of Word?

Hate speech?

SOMEONE TO EXPLAIN THIS SHIT ...",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2220,93,The real virus threatening America,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1782,262_batch_2,"We can survive without the American athlete, but not without the American soldier",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4297,343_batch_2,"TOO BAD, NO VOTES REJECTED",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7111,288_batch_2,"When did the US stop being great?

IF THIS CLOWN HAS BEEN SELECTED TWICE!",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6262,615_batch_2,"If you really believe I can hear your thoughts and prayers wherever you are.
So it doesn't make a lot of sense to gather in a church during a pandemic, does it?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3452,661_batch_2,"In addition to vitamin sellers,
It is a beneficiary that this is a megadose vitamin.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1407,416_batch_2,"NOT ALWAYS WELCOME

BUT WHEN I DO IT, I AM NOMINATED FOR 2 NOBEL DE LA PAZ AWARDS AND IT HAS RESELECTED ME",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4928,667_batch_2,"Ok, explain it back to me...

How to destroy blood vessels, clots and bruises improve blood flow?",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6491,146,"I hate me for this liberalism

Is that black, right?",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4311,375_batch_2,"ON POSITIVE NOTE

Since March, no one has died of ""old age.""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
149,36_batch_2,"ITS TIME TO TAKE ASTAND FOLKS!

EITHER YOU LET THEM BAN COPS, TEAR DOWN HISTORY, AND SUBVERT YOU INTO SNIVELING COWARDS, OR STAND UP AND TELL THEM TO FUCK OFF!
",0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2747,304_batch_2,Party that constantly calls racist rights and just prevents vice-president discrimination on the basis of race and gender.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3773,116,"The truth is that sincerity hates the truth

The truth is love!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7425,427_batch_2,There is a woman in America today who has to put up with the fact that the NFL will honor their bully by putting her name on their helmets.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4790,611_batch_2,"Common name:
Asian giant wasp

Click the link to become the scare media name: Murder Hornet",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2706,280_batch_2,"WE GOVERNED FROM THE WORST PRESIDENT TO THE BEST PRESIDENT.
WHO AGREE?",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
3112,470_batch_2,"My husband is a hero

THOUGHTS ABOUT BILL CLINTON

My husband is a pedo",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4773,604_batch_2,"Homeopathy is a fake medicine that, by definition, contains no active ingredients.
The so-called doctors who prescribe him are either incompetent or fake.
Patients are given the wrong drugs and locked up.",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2853,345_batch_2,"Stick to your rifles.
Their magic must be very powerful, otherwise politicians would not want them so much.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,17_batch_2,"THE ROYAL CANADIAN MOUNTED POLICE - WE ALWAYS RECEIVE OUR MAN.

Unless that man is a senior liberal politician. This is when we go into hiding.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
99,163,"I GET WHAT I WANT

OR THE COUNTRY DOESN'T GET WHAT IT NEEDS.

",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933,670_batch_2,"When will you stop making autism claims?
This was proven years ago!

Once that's done, science nerds stop making the same dihydrogen monoxide jokes over and over again.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2080,169,"Our elders were called to war to save lives.
We are called to sit on the sofa to save hers.
We can do it.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
243,256_batch_2,CHRIS WALLACE IS A DISGRACE AND SHOULD NOT MODERATE ANOTHER DEBATE AGAIN!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5199,137,"NEVER FORGET WHO DID IT

IT DOESN'T MATTER HOW FACEBOOK PROTECTS IT",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3347,621_batch_2,"The radiation emitted from these lamps is more energy than the 5g enya signal.

Neither is harmful to health.
Courting to read on the internet except if you use them.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
295,316_batch_2,"FOR ANYONE WONDERING IF TRUMP KNOWS

HE KNOWS

",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,674_batch_2,"Just like Bernie, I'm all for making the minimum age 15.

Wage, Joe, the minimum wage, you idiot.
",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1363,355_batch_2,"LIBERALS SAY: ""IF TAKING ALL WEAPONS SAVES ONLY ONE LIFE, IT'S WORTH YOUR LIFE"".

SO IF DEPORTING ALL ILLEGAL ALIENS SAVES ONLY ONE LIFE, IS IT NOT WORTH IT?",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
708,126_batch_2,"Trump has vowed to make America great again.
Four years later ...

PANDEMIC

RECESSION

MASS UNEMPLOYMENT

Riots

WINNER",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
4434,399_batch_2,"YOUR PRINTING IS NOT MY PROBLEM!

You won't get it until I get what I want!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1410,420_batch_2,DANCE My bitches dance,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2425,122_batch_2,"NO HONOR
NO INTEGRITY
NO PRINCIPLE
NO MORALS
NO PATRIOTISM
NO HONESTY
NO ETHICS
NO SIGN
No sense of proper behaviour
NO VIRTUES
NO SCRUPLES
NOT A CLASS
NO HUMANITY

100% TURD",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1354,344_batch_2,I COULD RUN FOR THE VP BUT EVERYONE KNOWS THE LOAD AND COMMUNICATE 4 HIS GUNS ARE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201,17_batch_2,"THE ROYAL CANADIAN MOUNTED POLICE- WE ALWAYS GET OUR MAN.

UNLESS THAT MAN IS A HIGH RANKING LIBERAL POLITICIAN. THAT'S WHEN WE GO INTO HIDING.
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
136,101_batch_2,"To help Donald Trump get the full COVID-19 experience, let's make sure he loses his job and is evicted from his home next month.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,140_batch_2,"Mitch McConnell - 2016
THE AMERICAN PEOPLE SHOULD HAVE A VOICE IN THE SELECTION OF THEIR NEXT SUPREME COURT JUSTICE.
THIS VACANCY SHOULD NOT BE FILLED UNTIL WE HAVE A NEW PRESIDENT.

If you think McConnell will follow his own advice you must be a special kind of stupid.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4836,630_batch_2,"Yes, I am a homeopath, why do you ask?

Instead, if you don't mind, I would like to see an appropriate doctor.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7135,303_batch_2,"NIKE called and said they had been looted
OF BLACK LIFE.

I told them to call the NFL for help!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2395,170_batch_2,"FIRST PHOTO OF RUSSIAN VACCINE

SMIRNOFF VODKA",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
733,36_batch_2,"It's time to take ASTAND FOLKS!

Either you let them ban the cops, tear up the story and dive into screeching cows, or you stand up and tell them to fuck!",0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
102,184_batch_2,"WHAT COVID-19 PROTESTERS THINK WE SEE

WHAT WE REALLY SEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,1,"Obama under 8
4,000,000 JOBS LOST
Unemployment is 9.9% done
LOW GDP 2.8%

Trump under 2 1/2 years old
5.1 million jobs acquired
Unemployment DOWN to 3.6%
GDP 3.2%",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7343,387_batch_2,"Voting JOE and HO
2,020",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
607,128,"THERE ARE ONLY TWO SEXES

WIFE

MALE",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5790,348_batch_2,"FALSE FALSE 2020
Remake with Joe Biden

I kick
COUNT!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2478,140_batch_2,"Mitch McConnell - 2016
AMERICAN PEOPLE SHOULD HAVE A VOTE WHEN CHOOSING THEIR NEXT SUPREME COURT.
THIS JOB SHOULD NOT BE COMPLETED BEFORE THE NEW PRESIDENT.

If you think McConnell will follow his own advice, you must be a special fool.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
6159,570_batch_2,"Yesterday I went to the children's zoo.

WHAT WAS OSH YOE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2382,23_batch_2,"Which leader do you prefer?

Justin Trudeau, 29

Erin O'Toole, 29",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,85,"PLEASE NOTE THAT DEMOCRATS ARE VOTING AMERICAN CITIZENS WITH MONEY FOR REFUSAL TO PURCHASE INSURANCE, AND THEN THEY ARE PROVIDING FOR FREE TO ILLEGAL FOREIGNERS.",0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
5076,166,"YOU CAN'T HANDS

NOW OFF",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,181,"""People die sincerity I've never died before.""
-Donald J. Trump, March 18, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2351,107_batch_2,"If you TACA this person, I will not judge it for the party's choice.
I judge your lack of morality, ethics and human respect.
So different of will.
So the history of will.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4459,412_batch_2,"NEVER FORGET WHAT YOU MADE THIS MAN.
We have nothing left.
FILL THE SEAT.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2971,400_batch_2,I'm trying to find the part in the constitution about deathbed wishes.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94,92,"AT LAST, THE ILLEGALS AND ECONOMIC DEADBEATS AND PARASITES HAVE A PRESIDENT ON THEIR MONEY

U.S. DEPARTMENT OF AGRICULTURE

FOOD COUPON

VALUE
1
DOLLAR

NON-TRANSFERABLE EXCEPT UNDER CONDITIONS PRESCRIDED BY THE SECRETARY OF AQGRICULTURE
",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6374,658_batch_2,"He had a brain UH ​​injury and forgot everything he learned in medical school.

A successful natural remedy.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7385,411_batch_2,I will be the first president in history on someone imprisoned for treason... Obama!,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3476,691_batch_2,"sen. Marge Hirono, D-Hawaii, American Noob Capitol * Confirmation Hearing Questions During This Week Judge Connie Amy Barrett, The Smarter.

* Generally, the ""stupid"" designation goes to the legislator. Maxine Waters, D-California., but Ms. Waters was not the current building.",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
1243,25_batch_2,"Here is the new conservative leader Erin O'Toole and Justin Trudeau at about the same age.

O'Toole enlisted in the Canadian military, while Trudeau was a part-time ski instructor living on a multi-million dollar trust fund.

O'Toole understands ordinary Canadians because he has always been one of them.

Trudeau will always be out of this world.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2466,58_batch_2,IF YOU DO NOT LISTEN TO DESPACITO YOU ARE NOT LATIN,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5824,362_batch_2,To say that guns cause murder is like saying that leaflets cause breakage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4708,575_batch_2,"Tell me if i understand

THEY KNOW THAT THE BILL GATES DISCLOSED VACCINE WILL BE USED TO POPULATE 10% -15% WORLDWIDE.
And will you still be taking his vaccine?
DO YOU FUCK MY?",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3317,607_batch_2,"I have a blog conspiracy to expose how big companies control the world with propaganda.

The blog was registered by GolDaddy, hosted on Amazon, and found primarily through Google.
Tell me back propaganda how this thing works?",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
235,245_batch_2,"I can't breath in this thing you have no idea how hard this is

(Laughs in MOPP 4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,473_batch_2,"His choice of great role models: perverted misogynists, rapists, and men who use drugs before being raped.
Nice.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3709,136,"What a contrast

The worst ever",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
505,589_batch_2,"REMEMBER, NO MATTER HOW BAD THINGS GET AT LEAST YOU'RE NOT QUARANTINED WITH HILLARY!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4961,673_batch_2,"Keeping myself in jail on Facebook, I will post the code memes

this is ...",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1818,315_batch_2,"REAL NITWIT OF NEW YORK CITY

He has ruined an entire state in over 9 years and then he has the nerve to say the president isn't doing enough.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
1370,362_batch_2,Saying guns cause murder is like saying flyers cause breakage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4201,300_batch_2,"“American warriors did not defeat fascism and oppression abroad just to have our freedoms trampled at home by violent crowds.
- President Donald Trump",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7799,643_batch_2,"There is no scientific consensus on whether acupuncture actually works, but it is reasonable to say that I can have a placebo effect in humans.

While animals don't respond to placebo, these members will stick their pets to veterinary acupuncture for money.
Animal cruelty is pure and simple.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1099,145,"Adolf Hitler
• He believed that state power would repair Germany
• Arms control proposed
• He promised a political revolution
• He called himself a socialist
• Blamed the Jews for Germany's problems
• I wanted a highly regulated economy

Bernie Sanders
• Believes state power will solve America
• Proposes gun control
• Promises a political revolution
• He defines himself as a socialist
• Blame the rich for America's problems
• You want a highly regulated economy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
6107,545_batch_2,"DO YOU want to eat a statue?

START here MOM useless!",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2311,110,THE REAL VIRUS THREATENING AMERICA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3147,529_batch_2,"SEE THE MEDIA HOW THESE STORIES GIVE UP
Summer Taylor, a non-binary BLM activist, protested on the highway when she was fatally hit by the man.

SUMMER TAYLOR

DEWIT KELET",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2559,15_batch_2,"“It is unfortunate that the leading Western free market producer of transparent oil and gas, which was already very focused on ESG, will be phased out and replaced with barrels of opaque oil from anywhere under state control.
I just see the Russians rub their hands and say, ""This is fantastic.""
Petr Terzakyan
ARC Energy Research Institute",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1729,201_batch_2,Whoever replaced Ginsburg raped me in high school.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6051,520_batch_2,"WHEN YOUR POLITICAL AGENDA IS MORE IMPORTANT THAN PEOPLE IT IS REPRESENTED.
YOU BECAME A DANGER TO THE NATION.
THIS IS THE DEMOCRATIC PARTY TODAY.",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
170,182_batch_2,"The shocking truth doctors don't want YOU to know!

Research proves homeopathy cures three conditions!

Low glucose levels

Thirst

Heavy wallet syndrome",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
609,154,"Pathetic

The loose asshole
Little failure !!!

Attack him again !!!

# 45 The coward is afraid of strong women !!

POLITICUSUSA.COM
Childish Trump won't hit Pelosi over coronavirus
Because he doesn't like her",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
3265,583_batch_2,"If we eradicate the coronavirus in good weather, we can tell the liberals that global warming killed it and watch their heads explode!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6183,578_batch_2,"WHAT DID YOU LEARN AT HOME DURING THE PANDEMIC?

I'm a boy!

I'm a girl!

Damn nuclear China!",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3825,70_batch_2,"GOLF STORM
LONG TRUMP

Expect Demsey to hit him for that too.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5588,258_batch_2,Do you think President Chris Wallace will be Trump right?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,205_batch_2,"STARBUCKS OFFERS YOUR CHILDREN THESE FREE ISLAMIC DONATIONS

THE TEXT ASK FOR THE LAW OF SHAKIRA IN AMERICA",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6063,524_batch_2,"DISNEY

Hello America! See who Disney just hired to teach your kids American history.
Think about it the next time you pay extra for a visit to Disneyland.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2362,32_batch_2,"Charles Wade, co-founder of BLM, was arrested for child trafficking in 2016.
In other words, he was arrested for modern slave trading
I hope the irony hasn't been lost for you.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
7850,663_batch_2,"I see the high blow Monsanto that blames the Rothschild and warn everyone about the big constraints!

Until I get off the sofa.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
